SiteID,Start hour,Final hour,Minutes connected,Uplink VolumeUsage(bits),Downlink VolumeUsage(bits)
MEDUCA209,10/15/2021 18:50,10/15/2021 19:50,36,28000,26048
MEDUCA210,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA213,10/15/2021 18:50,10/15/2021 19:50,60,270721056,4784380128
MEDUCA217,10/15/2021 18:50,10/15/2021 19:50,23,9988848,186239440
MEDUCA219,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA220,10/15/2021 18:50,10/15/2021 19:50,38,24960,25440
MEDUCA222,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA223,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA224,10/15/2021 18:50,10/15/2021 19:50,48,25792,26288
MEDUCA225,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA226,10/15/2021 18:50,10/15/2021 19:50,60,131169848,2981492368
MEDUCA227,10/15/2021 18:50,10/15/2021 19:50,54,74168032,3472790704
MEDUCA229,10/15/2021 18:50,10/15/2021 19:50,59,244121616,2223827720
MEDUCA230,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA231,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA232,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA233,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA234,10/15/2021 18:50,10/15/2021 19:50,41,24960,25440
MEDUCA235,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA236,10/15/2021 18:50,10/15/2021 19:50,60,2936368,303888
MEDUCA237,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA238,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA239,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA240,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA242,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA243,10/15/2021 18:50,10/15/2021 19:50,60,146013536,15254656
MEDUCA244,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA245,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA247,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA248,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA249,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA250,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA251,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA252,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA253,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA255,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA256,10/15/2021 18:50,10/15/2021 19:50,57,6695336,56961160
MEDUCA257,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA258,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA259,10/15/2021 18:50,10/15/2021 19:50,60,535264,866640
MEDUCA260,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA261,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA262,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA264,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA265,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA266,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA267,10/15/2021 18:50,10/15/2021 19:50,36,24960,25440
MEDUCA268,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA269,10/15/2021 18:50,10/15/2021 19:50,60,300860496,2131204184
MEDUCA270,10/15/2021 18:50,10/15/2021 19:50,60,34249272,496328744
MEDUCA272,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA277,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA282,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA283,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA284,10/15/2021 18:50,10/15/2021 19:50,36,24960,25440
MEDUCA285,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA286,10/15/2021 18:50,10/15/2021 19:50,54,1021680,6934400
MEDUCA287,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA289,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA292,10/15/2021 18:50,10/15/2021 19:50,60,861088,1466456
MEDUCA293,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA294,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA295,10/15/2021 18:50,10/15/2021 19:50,60,146716904,1368174640
MEDUCA296,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA297,10/15/2021 18:50,10/15/2021 19:50,40,24960,25440
MEDUCA298,10/15/2021 18:50,10/15/2021 19:50,60,24867968,53258488
MEDUCA299,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA300,10/15/2021 18:50,10/15/2021 19:50,22,52133080,379723136
MEDUCA301,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA302,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA303,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA304,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA305,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA306,10/15/2021 18:50,10/15/2021 19:50,51,31845704,705782136
MEDUCA307,10/15/2021 18:50,10/15/2021 19:50,53,2547920,57205816
MEDUCA309,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA311,10/15/2021 18:50,10/15/2021 19:50,60,529106560,540185680
MEDUCA312,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
MEDUCA313,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA314,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA315,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA316,10/15/2021 18:50,10/15/2021 19:50,36,85952,112488
MEDUCA317,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA318,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA319,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA320,10/15/2021 18:50,10/15/2021 19:50,40,24960,25440
MEDUCA321,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA322,10/15/2021 18:50,10/15/2021 19:50,36,35744,26656
MEDUCA324,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA325,10/15/2021 18:50,10/15/2021 19:50,35,33696,26048
MEDUCA326,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA327,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA328,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA330,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA331,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA332,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA333,10/15/2021 18:50,10/15/2021 19:50,60,760400,1132904
MEDUCA334,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA335,10/15/2021 18:50,10/15/2021 19:50,60,990720,244704
MEDUCA337,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA341,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA342,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA343,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA344,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA345,10/15/2021 18:50,10/15/2021 19:50,29,264072,421560
MEDUCA346,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA347,10/15/2021 18:50,10/15/2021 19:50,60,3531520,1100232
MEDUCA348,10/15/2021 18:50,10/15/2021 19:50,15,21920,31576
MEDUCA350,10/15/2021 18:50,10/15/2021 19:50,60,275768688,2641017112
MEDUCA351,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA352,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA353,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA354,10/15/2021 18:50,10/15/2021 19:50,42,25568,26048
MEDUCA355,10/15/2021 18:50,10/15/2021 19:50,47,39360,51816
MEDUCA356,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA357,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA358,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA359,10/15/2021 18:50,10/15/2021 19:50,58,36121696,1455549088
MEDUCA360,10/15/2021 18:50,10/15/2021 19:50,17,7537416,390719696
MEDUCA366,10/15/2021 18:50,10/15/2021 19:50,14,81088,156344
MEDUCA371,10/15/2021 18:50,10/15/2021 19:50,35,35232,45776
MEDUCA372,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA374,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA376,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA377,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA378,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA379,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA380,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA381,10/15/2021 18:50,10/15/2021 19:50,37,24960,25440
MEDUCA384,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA385,10/15/2021 18:50,10/15/2021 19:50,47,1519528,23835728
MEDUCA386,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA387,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA388,10/15/2021 18:50,10/15/2021 19:50,46,955048,507760
MEDUCA389,10/15/2021 18:50,10/15/2021 19:50,23,1880152,70510744
MEDUCA391,10/15/2021 18:50,10/15/2021 19:50,55,317413144,4579661736
MEDUCA392,10/15/2021 18:50,10/15/2021 19:50,33,24960,25440
MEDUCA393,10/15/2021 18:50,10/15/2021 19:50,60,17264840,30992784
MEDUCA394,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA398,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA399,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA404,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA410,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA411,10/15/2021 18:50,10/15/2021 19:50,40,24960,25440
MEDUCA412,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA414,10/15/2021 18:50,10/15/2021 19:50,60,624768,107528
MEDUCA415,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA416,10/15/2021 18:50,10/15/2021 19:50,52,12574000,50278920
MEDUCA417,10/15/2021 18:50,10/15/2021 19:50,59,22907752,1225301464
MEDUCA418,10/15/2021 18:50,10/15/2021 19:50,30,56672,98560
MEDUCA419,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA420,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA421,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA422,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA423,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA424,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA425,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA426,10/15/2021 18:50,10/15/2021 19:50,42,24960,25440
MEDUCA427,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA428,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA432,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA433,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA434,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA435,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA436,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA437,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA438,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA439,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA440,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA441,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA442,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA443,10/15/2021 18:50,10/15/2021 19:50,60,90848,90736
MEDUCA444,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA445,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA446,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA447,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA449,10/15/2021 18:50,10/15/2021 19:50,21,112960,223584
MEDUCA450,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA451,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA452,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA453,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA454,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA455,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA460,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA462,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA464,10/15/2021 18:50,10/15/2021 19:50,38,24960,25440
MEDUCA465,10/15/2021 18:50,10/15/2021 19:50,60,285920,273504
MEDUCA469,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA471,10/15/2021 18:50,10/15/2021 19:50,35,24960,25440
MEDUCA473,10/15/2021 18:50,10/15/2021 19:50,60,382670432,1677816816
MEDUCA474,10/15/2021 18:50,10/15/2021 19:50,60,330904152,3533638600
MEDUCA475,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA476,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA477,10/15/2021 18:50,10/15/2021 19:50,60,530976,531456
MEDUCA479,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA480,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA482,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA483,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA484,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA485,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA486,10/15/2021 18:50,10/15/2021 19:50,60,85760,86240
MEDUCA487,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA489,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA490,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA491,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA492,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA493,10/15/2021 18:50,10/15/2021 19:50,32,37136,67472
MEDUCA494,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA495,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA496,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA497,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA498,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA500,10/15/2021 18:50,10/15/2021 19:50,23,230720,281272
MEDUCA501,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA502,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA503,10/15/2021 18:50,10/15/2021 19:50,60,207364904,4809840352
MEDUCA504,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA505,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA506,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA507,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA509,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA510,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA516,10/15/2021 18:50,10/15/2021 19:50,41,24960,25440
MEDUCA517,10/15/2021 18:50,10/15/2021 19:50,28,12865528,41509512
MEDUCA518,10/15/2021 18:50,10/15/2021 19:50,60,87422752,4446579960
MEDUCA519,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA520,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA521,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA522,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA523,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA525,10/15/2021 18:50,10/15/2021 19:50,60,20083200,678396464
MEDUCA526,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA527,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA528,10/15/2021 18:50,10/15/2021 19:50,60,141063144,1978835784
MEDUCA534,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA535,10/15/2021 18:50,10/15/2021 19:50,60,23167312,854617360
MEDUCA536,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA537,10/15/2021 18:50,10/15/2021 19:50,60,357416208,2748865432
MEDUCA538,10/15/2021 18:50,10/15/2021 19:50,45,9569632,48423144
MEDUCA539,10/15/2021 18:50,10/15/2021 19:50,60,375283720,758277776
MEDUCA540,10/15/2021 18:50,10/15/2021 19:50,60,86944,86184
MEDUCA543,10/15/2021 18:50,10/15/2021 19:50,56,79235928,50656104
MEDUCA544,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA545,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA546,10/15/2021 18:50,10/15/2021 19:50,60,39172328,246003552
MEDUCA547,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA549,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA550,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA552,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA553,10/15/2021 18:50,10/15/2021 19:50,0,0,0
MEDUCA555,10/15/2021 18:50,10/15/2021 19:50,60,45323544,1187392480
MEDUCA556,10/15/2021 18:50,10/15/2021 19:50,60,1161896,1537728
MEDUCA557,10/15/2021 18:50,10/15/2021 19:50,0,0,0
